type	synonym_id	repository_of_synonym_id	associated_id	domain_description	domain_category	data_location	id	study.id	participant.id	sample.id
synonym	3548993_dbGaP_subject_id	dbGaP_subject_id	3548993	dbGaP-generated person level ID	dataset	https://www.ncbi.nlm.nih.gov/gap/sstr/report/phs000720	64bd532e-ee7d-58b3-a1bd-f1650eb49d6b		96d22497-1803-5191-8738-4ca55ef8ce29	
synonym	3549115_dbGaP_subject_id	dbGaP_subject_id	3549115	dbGaP-generated person level ID	dataset	https://www.ncbi.nlm.nih.gov/gap/sstr/report/phs000720	191fbad6-84c6-5d49-8f05-812697dfde44		d5534ed0-4a8a-53c0-8284-0c7c700dfb95	
synonym	3549080_dbGaP_subject_id	dbGaP_subject_id	3549080	dbGaP-generated person level ID	dataset	https://www.ncbi.nlm.nih.gov/gap/sstr/report/phs000720	1cc14e75-c131-569b-96ce-c23e9f5af234		69b89834-97c7-5115-9c5f-91a673e33363	
synonym	3549150_dbGaP_subject_id	dbGaP_subject_id	3549150	dbGaP-generated person level ID	dataset	https://www.ncbi.nlm.nih.gov/gap/sstr/report/phs000720	1bd3b5df-645f-564d-b01a-0116af8d0383		9a6dcdd1-2ae7-59b1-9a84-4016da05c8d8	
synonym	3549240_dbGaP_subject_id	dbGaP_subject_id	3549240	dbGaP-generated person level ID	dataset	https://www.ncbi.nlm.nih.gov/gap/sstr/report/phs000720	84ff477a-7146-5778-bf87-8184cee8c59e		49c6ba70-5b8a-5529-9899-69b4c0d144e1	
synonym	3549195_dbGaP_subject_id	dbGaP_subject_id	3549195	dbGaP-generated person level ID	dataset	https://www.ncbi.nlm.nih.gov/gap/sstr/report/phs000720	e489a94f-c8d1-5d84-b64d-75b9a1a0e5b2		3f930b85-60b1-59ad-9fb6-93a2f7e99621	
synonym	3549068_dbGaP_subject_id	dbGaP_subject_id	3549068	dbGaP-generated person level ID	dataset	https://www.ncbi.nlm.nih.gov/gap/sstr/report/phs000720	ec6bc5b8-04a7-5f3d-b429-4510f6284410		1e186199-2395-5292-b03f-2d5489008f43	
synonym	3549239_dbGaP_subject_id	dbGaP_subject_id	3549239	dbGaP-generated person level ID	dataset	https://www.ncbi.nlm.nih.gov/gap/sstr/report/phs000720	559a870b-d27f-5343-bb4d-bcff613f0c0f		2c20a1d1-9fab-5c6c-902b-730dc2c6f7e4	
synonym	3549004_dbGaP_subject_id	dbGaP_subject_id	3549004	dbGaP-generated person level ID	dataset	https://www.ncbi.nlm.nih.gov/gap/sstr/report/phs000720	f193ff94-b742-58c0-9d37-223dcc34a9fb		e56211a6-25be-56a0-953d-87e82d4e9f50	
synonym	3549276_dbGaP_subject_id	dbGaP_subject_id	3549276	dbGaP-generated person level ID	dataset	https://www.ncbi.nlm.nih.gov/gap/sstr/report/phs000720	72cc758f-4275-5c52-a657-dde616eed170		bc3c15db-ae29-51f0-903f-67ba5c068d82	
synonym	3549015_dbGaP_subject_id	dbGaP_subject_id	3549015	dbGaP-generated person level ID	dataset	https://www.ncbi.nlm.nih.gov/gap/sstr/report/phs000720	68bb2a47-e687-5e7a-996c-c8e096e307c9		9e952c28-748d-5fc0-8f61-dcafc67ae69e	
synonym	3549045_dbGaP_subject_id	dbGaP_subject_id	3549045	dbGaP-generated person level ID	dataset	https://www.ncbi.nlm.nih.gov/gap/sstr/report/phs000720	d8c33606-1f47-5558-845f-2dc06363475d		75350305-29f5-58c6-998c-94a284b3c2fd	
synonym	3548977_dbGaP_subject_id	dbGaP_subject_id	3548977	dbGaP-generated person level ID	dataset	https://www.ncbi.nlm.nih.gov/gap/sstr/report/phs000720	4b2494fa-0b74-5f42-bd09-984ffbf8115f		b214898d-ecd3-52c3-bfb6-00c9065641f4	
synonym	3549138_dbGaP_subject_id	dbGaP_subject_id	3549138	dbGaP-generated person level ID	dataset	https://www.ncbi.nlm.nih.gov/gap/sstr/report/phs000720	953e1aef-4c8a-5d76-ac92-0c307e76f282		b19d8cff-e5b7-518c-a500-57cab876f41a	
synonym	3549069_dbGaP_subject_id	dbGaP_subject_id	3549069	dbGaP-generated person level ID	dataset	https://www.ncbi.nlm.nih.gov/gap/sstr/report/phs000720	70dae5a5-1875-50c0-9c37-6d95bfffd15c		f5477521-cbb5-5c51-af75-d7ff849dae07	
synonym	3549031_dbGaP_subject_id	dbGaP_subject_id	3549031	dbGaP-generated person level ID	dataset	https://www.ncbi.nlm.nih.gov/gap/sstr/report/phs000720	c03242a4-fe21-58eb-be65-9f7bfa285831		9f3dfcb9-60ed-5c9d-b574-c15db4d20b6a	
