type	synonym_id	repository_of_synonym_id	associated_id	domain_description	domain_category	data_location	id	study.id	participant.id	sample.id
synonym	3806941_dbgap_subject_id	3806941	dbgap_subject_id	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	4cebb40c-4aa0-53f1-ab92-94e5be8b08dc		06514cf5-811e-534e-b3b1-0460088e6b2f	
synonym	3806911_dbgap_subject_id	3806911	dbgap_subject_id	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	868ac962-f088-54b7-bf2f-78792feb90d8		d44ebbd5-e2dc-5287-a073-34e5af84db28	
synonym	3806929_dbgap_subject_id	3806929	dbgap_subject_id	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	616816e7-c14e-5578-8816-0ad6d2403ceb		05014d8c-eeb8-531a-ae07-86a215369019	
synonym	3806908_dbgap_subject_id	3806908	dbgap_subject_id	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	58e8e78f-bb67-5bd9-af32-3c9aa26f0a4a		7cb668a9-3229-5af9-825e-a2f9d91f02f8	
synonym	3806959_dbgap_subject_id	3806959	dbgap_subject_id	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	e70da3e6-2f2f-5405-8c0b-abace3d62e0f		6906fbde-334b-5adb-8036-8409bc0b7338	
synonym	3806918_dbgap_subject_id	3806918	dbgap_subject_id	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	4740cb7b-7a8f-5b93-ba72-dc7c8e26a688		ac7c45f4-88f4-5a84-81d6-dafc3528a4bf	
synonym	3806931_dbgap_subject_id	3806931	dbgap_subject_id	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	78ddd615-d9f6-5b9a-a650-41981fe0c84d		93389ec4-fe33-5e13-9423-5160fd66f5a1	
synonym	3806873_dbgap_subject_id	3806873	dbgap_subject_id	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	a958a0c2-e348-5c29-a130-fab6e52aceab		46d616f1-229c-5508-96f7-564179cc6269	
synonym	3806902_dbgap_subject_id	3806902	dbgap_subject_id	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	a900c576-2146-5393-a3d4-9b1409a8d7d1		762a1c18-8985-5a89-901c-a1fd8c533c58	
synonym	3806874_dbgap_subject_id	3806874	dbgap_subject_id	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	4e6154fd-77a0-505e-9c81-052cd4c0f5db		9f82e1c0-ae40-5df5-92dc-efcbc28b16cd	
synonym	3806895_dbgap_subject_id	3806895	dbgap_subject_id	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	ec8ddaa2-7b46-5a55-8e65-937b35b72a5d		0d3462ba-4796-5ac9-aeb0-7863d6ea783a	
synonym	3806944_dbgap_subject_id	3806944	dbgap_subject_id	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	3c6585b0-62a2-5bb1-b086-1f89cd9d83fa		fe924625-c323-54c1-98a7-d5b81dd7bfe9	
