sample_id	sample_type	type	participant.study_participant_id	sample_tumor_status
HTA1_963_4741321_RNA	RNA	sample	phs002371_HTA1_963	Not specified in data
HTA11_7663_2000009901_DNA	DNA	sample	phs002371_HTA11_7663	Not specified in data
HTA1_415_5401101_RNA	RNA	sample	phs002371_HTA1_415	Not specified in data
HTA7_1_205_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_45_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_673_6001201_RNA	RNA	sample	phs002371_HTA1_673	Not specified in data
HTA11_99999932541_84222_DNA	DNA	sample	phs002371_HTA11_99999932541	Not specified in data
HTA1_344_1171201_RNA	RNA	sample	phs002371_HTA1_344	Not specified in data
HTA7_1_23_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_174_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_127_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_6298_2000001011_RNA	RNA	sample	phs002371_HTA11_6298	Not specified in data
HTA1_611_3062101_RNA	RNA	sample	phs002371_HTA1_611	Not specified in data
HTA1_949_4621302_RNA	RNA	sample	phs002371_HTA1_949	Not specified in data
HTA1_425_1771101_RNA	RNA	sample	phs002371_HTA1_425	Not specified in data
HTA11_99999973899_84307_RNA	RNA	sample	phs002371_HTA11_99999973899	Not specified in data
HTA7_1_214_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_7696_3000712011_DNA	DNA	sample	phs002371_HTA11_7696	Not specified in data
HTA11_7663_2000002011_RNA	RNA	sample	phs002371_HTA11_7663	Not specified in data
HTA7_1_28_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_8099_2000001011_RNA	RNA	sample	phs002371_HTA11_8099	Not specified in data
HTA7_1_65_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_851_4351101_RNA	RNA	sample	phs002371_HTA1_851	Not specified in data
HTA1_589_2851320_RNA	RNA	sample	phs002371_HTA1_589	Not specified in data
HTA10_13_114_RNA	RNA	sample	phs002371_HTA10_13	Not specified in data
HTA11_7128_2000001011_RNA	RNA	sample	phs002371_HTA11_7128	Not specified in data
HTA11_6182_2000002021_RNA	RNA	sample	phs002371_HTA11_6182	Not specified in data
HTA1_136_102201_RNA	RNA	sample	phs002371_HTA1_136	Not specified in data
HTA1_861_7028201_RNA	RNA	sample	phs002371_HTA1_861	Not specified in data
HTA7_1_68_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_217_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_195_261201_RNA	RNA	sample	phs002371_HTA1_195	Not specified in data
HTA1_376_1381201_RNA	RNA	sample	phs002371_HTA1_376	Not specified in data
HTA1_394_1561321_RNA	RNA	sample	phs002371_HTA1_394	Not specified in data
HTA7_1_98_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_1391_2000001011_DNA	DNA	sample	phs002371_HTA11_1391	Not specified in data
HTA7_1_100_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_866_3004769901_DNA	DNA	sample	phs002371_HTA11_866	Not specified in data
HTA12_26_2_DNA	DNA	sample	phs002371_HTA12_26	Not specified in data
HTA1_708_8479101_RNA	RNA	sample	phs002371_HTA1_708	Not specified in data
HTA1_768_6781201_RNA	RNA	sample	phs002371_HTA1_768	Not specified in data
HTA12_22_3_RNA	RNA	sample	phs002371_HTA12_22	Not specified in data
HTA1_921_4561101_RNA	RNA	sample	phs002371_HTA1_921	Not specified in data
HTA11_99999965122_84604_DNA	DNA	sample	phs002371_HTA11_99999965122	Not specified in data
HTA11_10711_2000001011_RNA	RNA	sample	phs002371_HTA11_10711	Not specified in data
HTA11_7696_3000711011_RNA	RNA	sample	phs002371_HTA11_7696	Not specified in data
HTA7_1_209_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_9341_2000009901_DNA	DNA	sample	phs002371_HTA11_9341	Not specified in data
HTA7_1_81_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_866_3004761011_RNA	RNA	sample	phs002371_HTA11_866	Not specified in data
HTA12_28_4_RNA	RNA	sample	phs002371_HTA12_28	Not specified in data
HTA11_2487_2000001011_DNA	DNA	sample	phs002371_HTA11_2487	Not specified in data
HTA11_696_2000001011_DNA	DNA	sample	phs002371_HTA11_696	Not specified in data
HTA7_1_54_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_656_3481101_RNA	RNA	sample	phs002371_HTA1_656	Not specified in data
HTA1_600_2941321_RNA	RNA	sample	phs002371_HTA1_600	Not specified in data
HTA1_586_8599101_RNA	RNA	sample	phs002371_HTA1_586	Not specified in data
HTA1_610_3032101_RNA	RNA	sample	phs002371_HTA1_610	Not specified in data
HTA11_7469_2000002021_RNA	RNA	sample	phs002371_HTA11_7469	Not specified in data
HTA1_262_602101_RNA	RNA	sample	phs002371_HTA1_262	Not specified in data
HTA1_361_1291201_RNA	RNA	sample	phs002371_HTA1_361	Not specified in data
HTA1_917_4531101_RNA	RNA	sample	phs002371_HTA1_917	Not specified in data
HTA1_719_6121201_RNA	RNA	sample	phs002371_HTA1_719	Not specified in data
HTA1_164_191101_RNA	RNA	sample	phs002371_HTA1_164	Not specified in data
HTA7_1_74_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_11167_2000001011_RNA	RNA	sample	phs002371_HTA11_11167	Not specified in data
HTA1_890_7299320_RNA	RNA	sample	phs002371_HTA1_890	Not specified in data
HTA1_988_7749101_RNA	RNA	sample	phs002371_HTA1_988	Not specified in data
HTA1_949_4621301_RNA	RNA	sample	phs002371_HTA1_949	Not specified in data
HTA7_1_69_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_232_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_221_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_630_3286301_RNA	RNA	sample	phs002371_HTA1_630	Not specified in data
HTA1_316_991301_RNA	RNA	sample	phs002371_HTA1_316	Not specified in data
HTA11_10167_2000009901_DNA	DNA	sample	phs002371_HTA11_10167	Not specified in data
HTA12_25_1_RNA	RNA	sample	phs002371_HTA12_25	Not specified in data
HTA12_27_2_RNA	RNA	sample	phs002371_HTA12_27	Not specified in data
HTA12_22_2_DNA	DNA	sample	phs002371_HTA12_22	Not specified in data
HTA11_5212_2000009901_DNA	DNA	sample	phs002371_HTA11_5212	Not specified in data
HTA7_1_131_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_192_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_49_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_178_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_752_4051321_RNA	RNA	sample	phs002371_HTA1_752	Not specified in data
HTA11_99999973899_84308_DNA	DNA	sample	phs002371_HTA11_99999973899	Not specified in data
HTA11_99999945365_84223_DNA	DNA	sample	phs002371_HTA11_99999945365	Not specified in data
HTA1_759_8359101_RNA	RNA	sample	phs002371_HTA1_759	Not specified in data
HTA11_6147_2000001011_DNA	DNA	sample	phs002371_HTA11_6147	Not specified in data
HTA11_6310_2000009901_DNA	DNA	sample	phs002371_HTA11_6310	Not specified in data
HTA7_1_72_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_215_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_122_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_183_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA12_25_4_DNA	DNA	sample	phs002371_HTA12_25	Not specified in data
HTA1_656_3481201_RNA	RNA	sample	phs002371_HTA1_656	Not specified in data
HTA7_1_196_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_99_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_60_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_5212_2000001011_DNA	DNA	sample	phs002371_HTA11_5212	Not specified in data
HTA7_1_194_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_340_1141201_RNA	RNA	sample	phs002371_HTA1_340	Not specified in data
HTA11_7029_2000001011_RNA	RNA	sample	phs002371_HTA11_7029	Not specified in data
HTA7_1_202_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_198_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_519_6762320_RNA	RNA	sample	phs002371_HTA1_519	Not specified in data
HTA1_617_3152101_RNA	RNA	sample	phs002371_HTA1_617	Not specified in data
HTA1_747_6181201_RNA	RNA	sample	phs002371_HTA1_747	Not specified in data
HTA1_963_4741320_RNA	RNA	sample	phs002371_HTA1_963	Not specified in data
HTA7_1_59_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_34_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_95_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_10623_2000001011_RNA	RNA	sample	phs002371_HTA11_10623	Not specified in data
HTA11_8622_2000001021_RNA	RNA	sample	phs002371_HTA11_8622	Not specified in data
HTA11_9408_2000001011_RNA	RNA	sample	phs002371_HTA11_9408	Not specified in data
HTA7_1_44_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_866_3004761011_DNA	DNA	sample	phs002371_HTA11_866	Not specified in data
HTA1_337_5251101_RNA	RNA	sample	phs002371_HTA1_337	Not specified in data
HTA7_1_121_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_99999965062_69756_DNA	DNA	sample	phs002371_HTA11_99999965062	Not specified in data
HTA7_1_173_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_164_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_8920_2000001011_DNA	DNA	sample	phs002371_HTA11_8920	Not specified in data
HTA1_662_3602101_RNA	RNA	sample	phs002371_HTA1_662	Not specified in data
HTA7_1_126_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_99999930884_84602_DNA	DNA	sample	phs002371_HTA11_99999930884	Not specified in data
HTA11_9408_2000002011_RNA	RNA	sample	phs002371_HTA11_9408	Not specified in data
HTA1_752_4051320_RNA	RNA	sample	phs002371_HTA1_752	Not specified in data
HTA1_146_131201_RNA	RNA	sample	phs002371_HTA1_146	Not specified in data
HTA1_184_241201_RNA	RNA	sample	phs002371_HTA1_184	Not specified in data
HTA7_1_119_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_170_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_312_902101_RNA	RNA	sample	phs002371_HTA1_312	Not specified in data
HTA11_99999954273_84216_DNA	DNA	sample	phs002371_HTA11_99999954273	Not specified in data
HTA12_23_2_RNA	RNA	sample	phs002371_HTA12_23	Not specified in data
HTA7_1_38_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA12_25_3_RNA	RNA	sample	phs002371_HTA12_25	Not specified in data
HTA7_1_180_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_77_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_862_7060320_RNA	RNA	sample	phs002371_HTA1_862	Not specified in data
HTA11_9341_2000001011_RNA	RNA	sample	phs002371_HTA11_9341	Not specified in data
HTA11_10167_2000001011_DNA	DNA	sample	phs002371_HTA11_10167	Not specified in data
HTA11_8622_2000002021_RNA	RNA	sample	phs002371_HTA11_8622	Not specified in data
HTA7_1_101_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA12_22_5_DNA	DNA	sample	phs002371_HTA12_22	Not specified in data
HTA1_797_4232102_RNA	RNA	sample	phs002371_HTA1_797	Not specified in data
HTA11_7469_2000002011_RNA	RNA	sample	phs002371_HTA11_7469	Not specified in data
HTA1_244_451201_RNA	RNA	sample	phs002371_HTA1_244	Not specified in data
HTA7_1_46_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA12_30_2_RNA	RNA	sample	phs002371_HTA12_30	Not specified in data
HTA7_1_71_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_86_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_975_4771201_RNA	RNA	sample	phs002371_HTA1_975	Not specified in data
HTA1_641_3362301_RNA	RNA	sample	phs002371_HTA1_641	Not specified in data
HTA11_7862_2000002011_RNA	RNA	sample	phs002371_HTA11_7862	Not specified in data
HTA7_1_239_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_182_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_375_1351202_RNA	RNA	sample	phs002371_HTA1_375	Not specified in data
HTA11_99999957579_84603_DNA	DNA	sample	phs002371_HTA11_99999957579	Not specified in data
HTA7_1_42_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_887_7250320_RNA	RNA	sample	phs002371_HTA1_887	Not specified in data
HTA11_99999971662_82458_DNA	DNA	sample	phs002371_HTA11_99999971662	Not specified in data
HTA7_1_110_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_630_3272101_RNA	RNA	sample	phs002371_HTA1_630	Not specified in data
HTA1_382_1441101_RNA	RNA	sample	phs002371_HTA1_382	Not specified in data
HTA7_1_140_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA12_31_5_RNA	RNA	sample	phs002371_HTA12_31	Not specified in data
HTA12_23_1_DNA	DNA	sample	phs002371_HTA12_23	Not specified in data
HTA7_1_241_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_7469_2000001011_RNA	RNA	sample	phs002371_HTA11_7469	Not specified in data
HTA7_1_187_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_811_6834201_RNA	RNA	sample	phs002371_HTA1_811	Not specified in data
HTA7_1_113_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_165_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_85_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_99999965104_69814_DNA	DNA	sample	phs002371_HTA11_99999965104	Not specified in data
HTA7_1_206_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_203_332101_RNA	RNA	sample	phs002371_HTA1_203	Not specified in data
HTA11_9408_2000002021_RNA	RNA	sample	phs002371_HTA11_9408	Not specified in data
HTA11_7956_2000002011_RNA	RNA	sample	phs002371_HTA11_7956	Not specified in data
HTA7_1_176_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_2235_2000001011_DNA	DNA	sample	phs002371_HTA11_2235	Not specified in data
HTA1_853_4381101_RNA	RNA	sample	phs002371_HTA1_853	Not specified in data
HTA11_99999965062_69753_DNA	DNA	sample	phs002371_HTA11_99999965062	Not specified in data
HTA7_1_31_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_240_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_806_6789320_RNA	RNA	sample	phs002371_HTA1_806	Not specified in data
HTA1_226_6757320_RNA	RNA	sample	phs002371_HTA1_226	Not specified in data
HTA1_262_602201_RNA	RNA	sample	phs002371_HTA1_262	Not specified in data
HTA1_884_7207201_RNA	RNA	sample	phs002371_HTA1_884	Not specified in data
HTA7_1_32_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_185_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_321_1021101_RNA	RNA	sample	phs002371_HTA1_321	Not specified in data
HTA7_1_199_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_99999916984_84605_DNA	DNA	sample	phs002371_HTA11_99999916984	Not specified in data
HTA7_1_83_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_707_6031201_RNA	RNA	sample	phs002371_HTA1_707	Not specified in data
HTA7_1_151_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_167_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_7663_2000001011_DNA	DNA	sample	phs002371_HTA11_7663	Not specified in data
HTA11_99999931160_84607_DNA	DNA	sample	phs002371_HTA11_99999931160	Not specified in data
HTA7_1_97_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_33_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_976_7539301_RNA	RNA	sample	phs002371_HTA1_976	Not specified in data
HTA7_1_201_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_652_5971201_RNA	RNA	sample	phs002371_HTA1_652	Not specified in data
HTA1_525_6765320_RNA	RNA	sample	phs002371_HTA1_525	Not specified in data
HTA1_589_2851321_RNA	RNA	sample	phs002371_HTA1_589	Not specified in data
HTA11_7956_2000002021_RNA	RNA	sample	phs002371_HTA11_7956	Not specified in data
HTA1_100_1201_RNA	RNA	sample	phs002371_HTA1_100	Not specified in data
HTA7_1_137_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_181_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_497_5671201_RNA	RNA	sample	phs002371_HTA1_497	Not specified in data
HTA1_931_7448101_RNA	RNA	sample	phs002371_HTA1_931	Not specified in data
HTA11_5216_2000009901_DNA	DNA	sample	phs002371_HTA11_5216	Not specified in data
HTA7_1_78_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_814_6879320_RNA	RNA	sample	phs002371_HTA1_814	Not specified in data
HTA1_244_451204_RNA	RNA	sample	phs002371_HTA1_244	Not specified in data
HTA7_1_235_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_99999937744_84608_DNA	DNA	sample	phs002371_HTA11_99999937744	Not specified in data
HTA1_813_6848101_RNA	RNA	sample	phs002371_HTA1_813	Not specified in data
HTA11_5363_2000001011_DNA	DNA	sample	phs002371_HTA11_5363	Not specified in data
HTA11_10711_2000009901_DNA	DNA	sample	phs002371_HTA11_10711	Not specified in data
HTA12_29_1_DNA	DNA	sample	phs002371_HTA12_29	Not specified in data
HTA7_1_224_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_3331_2000009901_DNA	DNA	sample	phs002371_HTA11_3331	Not specified in data
HTA11_99999973899_84307_DNA	DNA	sample	phs002371_HTA11_99999973899	Not specified in data
HTA7_1_102_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_6801_2000001011_DNA	DNA	sample	phs002371_HTA11_6801	Not specified in data
HTA7_1_125_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_96_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_7696_3000711011_DNA	DNA	sample	phs002371_HTA11_7696	Not specified in data
HTA7_1_189_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_638_5881201_RNA	RNA	sample	phs002371_HTA1_638	Not specified in data
HTA11_99999966659_84224_DNA	DNA	sample	phs002371_HTA11_99999966659	Not specified in data
HTA12_32_1_RNA	RNA	sample	phs002371_HTA12_32	Not specified in data
HTA7_1_238_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_345_5281101_RNA	RNA	sample	phs002371_HTA1_345	Not specified in data
HTA7_1_148_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_179_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_118_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_2487_2000009901_DNA	DNA	sample	phs002371_HTA11_2487	Not specified in data
HTA11_6310_2000001011_DNA	DNA	sample	phs002371_HTA11_6310	Not specified in data
HTA11_4255_2000001011_RNA	RNA	sample	phs002371_HTA11_4255	Not specified in data
HTA11_7956_2000001011_RNA	RNA	sample	phs002371_HTA11_7956	Not specified in data
HTA7_1_132_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA12_30_4_DNA	DNA	sample	phs002371_HTA12_30	Not specified in data
HTA7_1_161_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_3918_2000001011_DNA	DNA	sample	phs002371_HTA11_3918	Not specified in data
HTA1_600_2941320_RNA	RNA	sample	phs002371_HTA1_600	Not specified in data
HTA12_28_3_DNA	DNA	sample	phs002371_HTA12_28	Not specified in data
HTA7_1_155_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_103_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_6818_2000001011_RNA	RNA	sample	phs002371_HTA11_6818	Not specified in data
HTA7_1_112_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_850_4322101_RNA	RNA	sample	phs002371_HTA1_850	Not specified in data
HTA7_1_92_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_225_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_107_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_153_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_3918_2000002021_RNA	RNA	sample	phs002371_HTA11_3918	Not specified in data
HTA7_1_93_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_4781_2000005_DNA	DNA	sample	phs002371_HTA11_4781	Not specified in data
HTA7_1_152_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_8622_2000002014_DNA	DNA	sample	phs002371_HTA11_8622	Not specified in data
HTA7_1_133_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_6818_2000001021_RNA	RNA	sample	phs002371_HTA11_6818	Not specified in data
HTA7_1_138_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_99999974143_84620_RNA	RNA	sample	phs002371_HTA11_99999974143	Not specified in data
HTA1_621_3181201_RNA	RNA	sample	phs002371_HTA1_621	Not specified in data
HTA12_29_5_RNA	RNA	sample	phs002371_HTA12_29	Not specified in data
HTA7_1_24_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_58_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_264_662101_RNA	RNA	sample	phs002371_HTA1_264	Not specified in data
HTA7_1_55_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_57_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_76_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_99999956032_84217_DNA	DNA	sample	phs002371_HTA11_99999956032	Not specified in data
HTA1_516_6761321_RNA	RNA	sample	phs002371_HTA1_516	Not specified in data
HTA7_1_141_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_150_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_5363_2000009901_DNA	DNA	sample	phs002371_HTA11_5363	Not specified in data
HTA7_1_25_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_7696_3000712011_RNA	RNA	sample	phs002371_HTA11_7696	Not specified in data
HTA12_26_4_RNA	RNA	sample	phs002371_HTA12_26	Not specified in data
HTA1_336_5221102_RNA	RNA	sample	phs002371_HTA1_336	Not specified in data
HTA7_1_21_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_649_3422101_RNA	RNA	sample	phs002371_HTA1_649	Not specified in data
HTA7_1_177_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_84_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_562_2581101_RNA	RNA	sample	phs002371_HTA1_562	Not specified in data
HTA7_1_79_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_227_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA12_29_2_RNA	RNA	sample	phs002371_HTA12_29	Not specified in data
HTA7_1_242_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_396_1621201_RNA	RNA	sample	phs002371_HTA1_396	Not specified in data
HTA1_812_8239101_RNA	RNA	sample	phs002371_HTA1_812	Not specified in data
HTA11_99999943360_84218_DNA	DNA	sample	phs002371_HTA11_99999943360	Not specified in data
HTA7_1_116_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_207_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_130_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_63_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_6818_2000002021_RNA	RNA	sample	phs002371_HTA11_6818	Not specified in data
HTA7_1_35_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_80_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_6801_2000001021_RNA	RNA	sample	phs002371_HTA11_6801	Not specified in data
HTA7_1_104_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_105_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_89_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA7_1_203_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_605_2972101_RNA	RNA	sample	phs002371_HTA1_605	Not specified in data
HTA7_1_73_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA11_99999959667_84596_DNA	DNA	sample	phs002371_HTA11_99999959667	Not specified in data
HTA12_28_1_RNA	RNA	sample	phs002371_HTA12_28	Not specified in data
HTA7_1_171_RNA	RNA	sample	phs002371_HTA7_1	Not specified in data
HTA1_962_4711101_RNA	RNA	sample	phs002371_HTA1_962	Not specified in data
HTA11_99999949347_84600_DNA	DNA	sample	phs002371_HTA11_99999949347	Not specified in data
HTA1_707_6031205_RNA	RNA	sample	phs002371_HTA1_707	Not specified in data
HTA1_646_5911205_RNA	RNA	sample	phs002371_HTA1_646	Not specified in data
HTA1_289_501101_RNA	RNA	sample	phs002371_HTA1_289	Not specified in data
HTA1_782_6211205_RNA	RNA	sample	phs002371_HTA1_782	Not specified in data
HTA1_638_5881205_RNA	RNA	sample	phs002371_HTA1_638	Not specified in data
HTA1_288_498101_RNA	RNA	sample	phs002371_HTA1_288	Not specified in data
HTA1_377_1411205_RNA	RNA	sample	phs002371_HTA1_377	Not specified in data
HTA1_542_5731205_RNA	RNA	sample	phs002371_HTA1_542	Not specified in data
HTA1_567_5791205_RNA	RNA	sample	phs002371_HTA1_567	Not specified in data
HTA1_730_6151205_RNA	RNA	sample	phs002371_HTA1_730	Not specified in data
HTA1_975_4774205_RNA	RNA	sample	phs002371_HTA1_975	Not specified in data
HTA1_286_4951101_RNA	RNA	sample	phs002371_HTA1_286	Not specified in data
HTA10_02_121_RNA	RNA	sample	phs002371_HTA10_02	Not specified in data
HTA1_673_6001205_RNA	RNA	sample	phs002371_HTA1_673	Not specified in data
HTA1_795_6301205_RNA	RNA	sample	phs002371_HTA1_795	Not specified in data
HTA1_784_6241205_RNA	RNA	sample	phs002371_HTA1_784	Not specified in data
HTA1_281_492101_RNA	RNA	sample	phs002371_HTA1_281	Not specified in data
HTA10_01_104_RNA	RNA	sample	phs002371_HTA10_01	Not specified in data
HTA1_747_6181205_RNA	RNA	sample	phs002371_HTA1_747	Not specified in data
HTA9_1_53_DNA	DNA	sample	phs002371_HTA9_1	Not specified in data
HTA10_01_223_RNA	RNA	sample	phs002371_HTA10_01	Not specified in data
HTA10_01_207_RNA	RNA	sample	phs002371_HTA10_01	Not specified in data
HTA10_02_203_RNA	RNA	sample	phs002371_HTA10_02	Not specified in data
HTA10_03_040_RNA	RNA	sample	phs002371_HTA10_03	Not specified in data
HTA10_02_201_RNA	RNA	sample	phs002371_HTA10_02	Not specified in data
