sample_id	sample_type	type	participant.study_participant_id	sample_tumor_status
HTA10_02_204_RNA	RNA	sample	phs002371_HTA10_02	Not specified in data
HTA10_02_016_RNA	RNA	sample	phs002371_HTA10_02	Not specified in data
HTA10_01_202_RNA	RNA	sample	phs002371_HTA10_01	Not specified in data
HTA10_05_007_RNA	RNA	sample	phs002371_HTA10_05	Not specified in data
HTA10_01_124_RNA	RNA	sample	phs002371_HTA10_01	Not specified in data
HTA9_1_55_DNA	DNA	sample	phs002371_HTA9_1	Not specified in data
HTA10_05_034_RNA	RNA	sample	phs002371_HTA10_05	Not specified in data
HTA10_02_106_RNA	RNA	sample	phs002371_HTA10_02	Not specified in data
HTA10_05_072_RNA	RNA	sample	phs002371_HTA10_05	Not specified in data
HTA10_01_203_RNA	RNA	sample	phs002371_HTA10_01	Not specified in data
HTA10_02_021_RNA	RNA	sample	phs002371_HTA10_02	Not specified in data
HTA10_03_008_RNA	RNA	sample	phs002371_HTA10_03	Not specified in data
HTA9_1_97_DNA	DNA	sample	phs002371_HTA9_1	Not specified in data
HTA9_1_1_DNA	DNA	sample	phs002371_HTA9_1	Not specified in data
HTA10_03_111_RNA	RNA	sample	phs002371_HTA10_03	Not specified in data
HTA10_03_108_RNA	RNA	sample	phs002371_HTA10_03	Not specified in data
HTA10_02_205_RNA	RNA	sample	phs002371_HTA10_02	Not specified in data
HTA9_1_7_DNA	DNA	sample	phs002371_HTA9_1	Not specified in data
HTA10_01_108_RNA	RNA	sample	phs002371_HTA10_01	Not specified in data
HTA10_02_116_RNA	RNA	sample	phs002371_HTA10_02	Not specified in data
HTA10_05_091_RNA	RNA	sample	phs002371_HTA10_05	Not specified in data
HTA10_02_212_RNA	RNA	sample	phs002371_HTA10_02	Not specified in data
HTA10_03_043_RNA	RNA	sample	phs002371_HTA10_03	Not specified in data
HTA10_02_024_RNA	RNA	sample	phs002371_HTA10_02	Not specified in data
HTA9_1_54_DNA	DNA	sample	phs002371_HTA9_1	Not specified in data
HTA9_1_9_DNA	DNA	sample	phs002371_HTA9_1	Not specified in data
HTA10_01_007_RNA	RNA	sample	phs002371_HTA10_01	Not specified in data
HTA10_03_201_RNA	RNA	sample	phs002371_HTA10_03	Not specified in data
HTA10_02_010_RNA	RNA	sample	phs002371_HTA10_02	Not specified in data
HTA10_03_054_RNA	RNA	sample	phs002371_HTA10_03	Not specified in data
HTA10_01_023_RNA	RNA	sample	phs002371_HTA10_01	Not specified in data
HTA10_03_114_RNA	RNA	sample	phs002371_HTA10_03	Not specified in data
HTA9_1_109_DNA	DNA	sample	phs002371_HTA9_1	Not specified in data
HTA9_1_86_DNA	DNA	sample	phs002371_HTA9_1	Not specified in data
HTA9_1_33_DNA	DNA	sample	phs002371_HTA9_1	Not specified in data
HTA10_03_101_RNA	RNA	sample	phs002371_HTA10_03	Not specified in data
HTA10_03_052_RNA	RNA	sample	phs002371_HTA10_03	Not specified in data
HTA9_1_58_DNA	DNA	sample	phs002371_HTA9_1	Not specified in data
HTA10_01_014_RNA	RNA	sample	phs002371_HTA10_01	Not specified in data
HTA10_02_114_RNA	RNA	sample	phs002371_HTA10_02	Not specified in data
HTA10_01_119_RNA	RNA	sample	phs002371_HTA10_01	Not specified in data
HTA9_1_97_RNA	RNA	sample	phs002371_HTA9_1	Not specified in data
HTA9_1_57_DNA	DNA	sample	phs002371_HTA9_1	Not specified in data
HTA9_1_52_DNA	DNA	sample	phs002371_HTA9_1	Not specified in data
HTA9_1_21_DNA	DNA	sample	phs002371_HTA9_1	Not specified in data
HTA9_1_56_DNA	DNA	sample	phs002371_HTA9_1	Not specified in data
HTA9_1_86_RNA	RNA	sample	phs002371_HTA9_1	Not specified in data
