type	synonym_id	repository_of_synonym_id	associated_id	domain_description	domain_category	data_location	id	study.id	participant.id	sample.id
synonym	2081244	dbGaP					1f922141-b74c-5c81-9be0-2bc34afb477c		df193091-2138-5a06-8688-650982ec1a38	
synonym	2081337	dbGaP					12526877-37f9-58d7-8c1c-591732abc593		2b27202e-2687-5ade-850d-51644a450e5b	
synonym	2081339	dbGaP					11aa3ec8-e3a2-5351-b5ce-be09ec31f744		7b77378a-3d30-573e-b34b-dfb47acfe04f	
synonym	2081353	dbGaP					71f3fd60-903d-541b-863b-86a489342865		494181fe-a6d3-5863-a40f-f177a9c8a197	
synonym	2081372	dbGaP					e3a9379b-3a4c-581e-ae05-48e0b3d5876a		9652ddb0-5037-531d-bc25-04b7e5fdc5d1	
synonym	2081404	dbGaP					438cf373-d11a-57bf-b656-a2279a617dd3		908fc52a-747e-54f5-9130-8f7fe749b62e	
synonym	2081407	dbGaP					0bc432fb-8b22-5895-9284-a0025e6dfd31		a9376ca2-b515-56e7-8183-59f64a1958fb	
synonym	2081461	dbGaP					98b1a97f-2efe-5833-9be6-014ab44250d8		58b4f702-6d8d-5a0e-a4f2-47c42c53946e	
synonym	2081466	dbGaP					c148bb94-2fe6-579e-b57c-3db6fe92efa3		84f77ad0-27ad-526d-a696-6095745c01f6	
synonym	2081477	dbGaP					646edcb9-612c-5897-a300-33d3382a9b9e		3223b742-6f3a-5b37-bf27-de9d5a80e97b	
synonym	2081486	dbGaP					f097ddc8-933a-51c9-a53b-54e4688a01d8		d4500705-418c-58e0-84f2-d3d5a89aca77	
synonym	2081538	dbGaP					dea55108-45d5-5114-86d7-8fd9f6e0270e		bb30c3c7-b166-5f04-a3ad-fc73465ce378	
synonym	2081541	dbGaP					3e148448-618a-5276-ad26-3456a97d482b		1da0c9ee-0a06-5055-9e84-c1718cd7fac7	
synonym	2081601	dbGaP					f2f72081-614e-5291-ac50-b98b67422a14		65649d11-7859-5268-aa84-6bfcb32091eb	
synonym	2081602	dbGaP					f26f8b99-5946-5bf7-b8e1-d9b0e7daa0b9		092b186c-6d0c-5580-9601-e7760ee0c2df	
synonym	2081618	dbGaP					cd7bf8ce-0ad5-55a8-8e85-3f24ca8c8563		686fb2b2-0612-5c88-af7e-bf5b4a07a5f9	
synonym	2081620	dbGaP					786e1bc9-24b1-502c-bc4d-d2b952243555		3a8ba52c-e78e-585b-a16c-1c0ef9c17d93	
synonym	2081627	dbGaP					df58f2cd-d5d0-597d-bcea-f043f1d1b9ab		57562214-dee1-5654-9067-d459d67f92bf	
synonym	2081647	dbGaP					c302a488-6fb3-5c93-ab6f-73ef2bbbd29a		5bd63938-d2a9-596d-ae24-7e838b6e78f1	
synonym	2081652	dbGaP					c7ab600c-bee0-568f-a035-c8e3c4579926		64869b6b-f898-5f48-aa70-6657bd4b5599	
synonym	2081658	dbGaP					a30c2c15-fc61-5f1d-8203-d5c7b921741d		7bbfc29f-2886-5de9-96bd-bb014e10c037	
synonym	2081709	dbGaP					d229aee0-4878-5ab2-8b45-0a10c7d4d139		053e7622-c29e-512b-8464-01b9e7baa5f5	
synonym	2081729	dbGaP					01438ca4-2a88-55dd-b087-345dc6ac97f3		0bdab12d-b54b-525f-8553-c2d90b990f49	
synonym	2081737	dbGaP					242260a2-0921-58ea-b59b-d72d712b3313		e2753874-7594-53c0-bf15-b10448cfbf3c	
synonym	2081769	dbGaP					97915bd2-0f24-5176-b5f6-6c908b982813		c7aad26e-b254-5019-8c41-6df029efa0c2	
synonym	2081781	dbGaP					fc0c35ac-e647-54e3-b41e-536b153579f1		ff9d4d42-381b-593c-a776-a350f3664e59	
synonym	2081783	dbGaP					27ee8412-8e59-571c-b294-58c0ca48a435		366bfc9b-50a7-5d54-a579-443a959d86f2	
synonym	2081785	dbGaP					52f9f070-5c78-5bbf-98e8-1ca8cef8e373		90410747-14cd-5634-8c77-0f17f7ed8e00	
synonym	2081790	dbGaP					59d1bb55-8470-571a-a9b9-f7329d9e5356		b846f4c7-0e99-587b-9f8d-96fb22ff5cbe	
synonym	2081811	dbGaP					b9a71ac8-d3ec-5e10-88f8-34e48265b26d		185c6024-c66c-5403-af92-8583a2daa7a1	
synonym	2081813	dbGaP					9c856165-3cd5-5f14-b7cb-9262632293c7		debc0c1e-0191-5cdb-9d23-c0eb43f96a72	
synonym	2081817	dbGaP					49409f13-3bdc-51b5-be06-b10a285c71a4		13034f1e-4468-59ad-8f81-e5c1f203ef4e	
synonym	2081851	dbGaP					a8e845b9-4e85-5962-ac1a-8e431f96f049		59060fca-f601-59b7-b375-449d7f7e7f78	
synonym	2081865	dbGaP					c0275658-3048-5516-9f99-d1b9d6c3b016		b2b920d7-d04b-5322-8b18-830f98516441	
synonym	2081867	dbGaP					427bdda7-3b2f-5177-a026-8c95da519d9b		5710be12-3d10-5d63-a37e-35ccb9e89860	
synonym	2081886	dbGaP					95e4074f-df61-5447-8f8a-0c0d18af6d72		83e10495-3e07-5e96-a2dc-41c2e4d5c8bf	
synonym	2081894	dbGaP					d44101c0-cad6-570f-8de3-2ae2ef55d0fa		af661f35-54fb-50da-995f-74ad13ff2171	
synonym	2081899	dbGaP					24244cf2-25c1-5af5-9872-b7c087ab6338		35919126-1c28-5594-bea0-2f49ec758744	
synonym	2081937	dbGaP					3c5873bf-d3ba-555d-9934-89ad13f72da1		3f245ad0-e1e4-5d5a-8346-063994dd4dc9	
synonym	2081984	dbGaP					81c32906-2850-5420-927e-51f95e25bebf		6978f757-2f06-51c8-82b7-bc0eee0b6158	
synonym	2081987	dbGaP					32fa69df-84c5-57f1-9d7a-2582216c62d7		d46f2420-cb6e-5db6-8ead-5b9328fc3565	
synonym	2081990	dbGaP					85b491cc-07d2-51b1-94be-ead75cee904d		76aedee0-50bc-57e4-a704-389377bfcdbb	
synonym	2082011	dbGaP					22f49a35-4425-55fa-8930-e8899db2ec3f		6d3647a9-8265-5db7-9df7-8c33cf0f5b16	
synonym	2082041	dbGaP					94fce191-5405-5b52-908c-d0093cdd398f		4a53333b-539d-55e8-8309-7082616d693d	
synonym	2082049	dbGaP					4f8c41a0-ac6b-505f-ba04-e43b7bbf2a50		dc1e1db2-2cfd-5133-9404-9f4f4c2d3c4d	
synonym	2082056	dbGaP					da9457bf-c776-5405-b8cb-72c982d10f78		8d9899f9-c593-5f02-a996-9329cba79c49	
synonym	2082116	dbGaP					3bf0261e-821d-5bfa-97ad-aa3eb1e38667		5302e2d9-0327-5e36-996c-4bf76f7c4a84	
synonym	2082164	dbGaP					d98d2d98-37bc-561f-b63a-3c946ffeb3f5		2345c165-8e70-50b2-9af6-d03ec99478fb	
synonym	2082169	dbGaP					84ff558c-f7f8-5564-83c8-15196c7e1380		977de473-3200-581d-94ee-3c3e1d4afc24	
synonym	2082172	dbGaP					a1db53d2-dbbe-5b14-a859-7535139f13ca		aaf4ec3a-d08a-5006-ab58-e658a4095873	
synonym	2082197	dbGaP					3eed7517-f077-550b-aeb1-fb3381b8e99b		246c4fc7-446d-56b9-b9d8-0ef9d0ce7427	
synonym	2082208	dbGaP					93e97021-30c8-516f-b3dc-b8bc1ffaedca		8b969185-91a9-5235-8c4e-9a738fb48872	
synonym	2082232	dbGaP					0821628c-3b9f-5e10-99e9-6dd158eea596		b25e832d-8d2f-500a-bdc4-14ebb19d6ef6	
synonym	2082234	dbGaP					860007e0-bb11-5720-b2b1-b426f0d3b430		2d3ca1bb-bb86-5516-a5d8-6ca99b011744	
synonym	2082235	dbGaP					13da79fd-6109-5192-b858-a895fe211d07		aad8dd64-1b6b-583a-b12c-1c0cebe9ca5a	
synonym	2082242	dbGaP					52d51972-b947-5cb5-adf4-5fdedee1527e		4aef60b8-e330-5fef-8966-11c9ee3d61fd	
synonym	2082245	dbGaP					ecc1f79b-875b-5ba2-bc63-fe282597eb17		0aeb3bb2-ad4e-50dc-af21-273afb5ae232	
synonym	2082288	dbGaP					0358a59b-2a92-5116-8675-68d2624cb5a2		6e8ddf38-38cb-56e9-b817-e0890b53a70c	
synonym	2082289	dbGaP					00b8e858-d3dd-5572-bd52-113fe1a02dad		0393e3d2-d9cd-5aed-a5be-fdf75ed2741f	
synonym	2082322	dbGaP					29dde173-78ac-5867-95ed-b2a641d6dbef		74804a13-bb46-5d7a-a149-40c12e91212c	
synonym	2082324	dbGaP					bc112f84-22aa-56bb-ab46-2d521be06de1		a3a25959-4aea-5d2a-87cd-87a2fb00d804	
synonym	2082337	dbGaP					9f76ca5e-45e2-5eed-aa7e-97abfe4f64f6		8fabda2d-3e61-591c-a1cb-1a348bf508eb	
synonym	2082338	dbGaP					fe5beada-ac14-5f0f-8474-6d212e0977fe		2bc7a401-644d-5c63-bce8-baaa7dfc3104	
synonym	2082340	dbGaP					1d07db74-c94d-5f09-be23-a05f016cdd1e		08b6f333-6900-50f0-ba1e-a1b04daf33e9	
synonym	2082383	dbGaP					cf34ea5d-be75-58f3-81f8-0b8f12cf5568		b863e85c-d5f9-580d-9b66-e2313d3caefa	
synonym	2082403	dbGaP					fb27f7a9-48c2-5e55-91c9-19bf93becd55		7f701ec8-eb5c-576d-ab2f-a46b7ff9dc85	
synonym	2082406	dbGaP					d687129d-ab1d-50d0-bf65-cf7215645be2		c281cf88-7c8d-5432-92a1-b047c01315b4	
synonym	2082428	dbGaP					eafc5aa0-970a-5c03-9766-4e7abaf91731		42258a51-d610-5642-97a8-c6beea2fba42	
synonym	2082431	dbGaP					a5d22678-8fd4-5b8a-83c8-97f601e21941		068a73fa-837c-58a8-928a-86044f2f8a8a	
synonym	2082437	dbGaP					c8f8ee23-d4a3-5d2a-bfb1-ee07d5e7d608		75d8e014-1126-5821-93a5-b100a6ea3388	
synonym	2082489	dbGaP					88945cf2-800a-57c6-af7a-1c17ce3f75c2		f64c15ae-3134-54fe-9281-9e2a03b8f1cd	
synonym	2082492	dbGaP					6c9ea7f6-20f2-5685-91e2-7ddc664512c9		d98d4a93-e7ca-5004-a57a-b8f7b8d5720a	
synonym	2082507	dbGaP					65096742-5e6a-54ab-b0e7-a8d3c2ae7d44		c360e784-ffb6-56a6-8af4-09c6dd373066	
