type	synonym_id	repository_of_synonym_id	associated_id	domain_description	domain_category	data_location	id	participant.id
synonym	5799472_dbgap_subject_id	dbgap_subject_id	5799472	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	f9254413-4a73-5e78-abc4-9b618fc40a38	f68425b1-3d58-5a0d-8782-a217246473cb
synonym	5799455_dbgap_subject_id	dbgap_subject_id	5799455	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	af8a45e2-929c-5ba9-a42e-5da421509b0c	c3eac3bc-5161-5884-90cf-993c33a8ffa8
synonym	5799442_dbgap_subject_id	dbgap_subject_id	5799442	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	8ea6884b-1dc4-56aa-8521-318c5d8bc483	4abe3de9-bb3e-553d-8980-ebfb96fb042c
synonym	5799427_dbgap_subject_id	dbgap_subject_id	5799427	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	c1e39455-bb34-5905-ad45-ae45803307bd	893ea321-dd94-56bc-9502-4ea409bec862
synonym	5799465_dbgap_subject_id	dbgap_subject_id	5799465	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	5fbed03f-aef3-5a55-8039-544c60ac386d	a65165b1-610f-5363-8bb0-21710ab609e5
synonym	5799421_dbgap_subject_id	dbgap_subject_id	5799421	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	e787f7e4-4d7c-5e3d-97bc-c32b482325d8	4fc5cd90-9c0d-5c2d-9f76-5642fbe82552
synonym	5799445_dbgap_subject_id	dbgap_subject_id	5799445	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	3d269ae6-24e6-51cc-8473-3099a8ea38e1	ae93289b-830d-518b-9ed5-2798bd1e3f9e
synonym	5799460_dbgap_subject_id	dbgap_subject_id	5799460	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	c5711058-6fa4-50de-bcaa-81e64ace6078	9999b307-167d-514b-9ee8-4183c577e804
synonym	5799443_dbgap_subject_id	dbgap_subject_id	5799443	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	9f87494d-7cfb-5416-9912-eef6557feb27	25d28673-7cb1-5fbf-8945-b9f00962bdde
synonym	5799468_dbgap_subject_id	dbgap_subject_id	5799468	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	403f1860-5ca0-59b3-b3fd-cd422e9fbd22	7319ca3c-883a-5133-aae1-a82ab2d5e67c
synonym	5799422_dbgap_subject_id	dbgap_subject_id	5799422	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	900a5921-488a-5d7d-ba4d-9939f7019259	f3d2e955-6809-5f91-b657-fa51008e746c
synonym	5799420_dbgap_subject_id	dbgap_subject_id	5799420	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	9d79ca3d-aec6-52c4-8bc0-a6eba67514f2	bd9a3a5e-05f9-5e81-8635-686b7b292352
synonym	5799432_dbgap_subject_id	dbgap_subject_id	5799432	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	45aa7bc9-47fc-5fd8-ab97-91c89905c528	a15e3ef4-1bb8-5c6a-bb7e-c6426c403f40
synonym	5799470_dbgap_subject_id	dbgap_subject_id	5799470	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	33d5d701-9481-5413-9b5a-afff85fef1aa	7bb2c7e0-8ba8-5109-8ed8-e888dbf15c44
synonym	5799454_dbgap_subject_id	dbgap_subject_id	5799454	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	dd3890de-3023-51bf-9c28-def39e4df1e5	ba81ea9f-3e63-54fd-9dff-aeefd211f847
synonym	5799449_dbgap_subject_id	dbgap_subject_id	5799449	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	2943a2d7-8a05-5e36-9a44-8482bf3ce838	7f683d68-3953-5ca8-8684-dcba03e39546
synonym	5799428_dbgap_subject_id	dbgap_subject_id	5799428	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	408e75f1-a24a-5ac2-921f-0ee3f9bfffeb	09965f89-0f20-59d5-b657-422e320816ca
synonym	5799466_dbgap_subject_id	dbgap_subject_id	5799466	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	bc5789f6-2789-5a78-af75-5fbc4749bb97	41ef85d8-fff1-5e84-9ccb-76e874e5d644
synonym	5799438_dbgap_subject_id	dbgap_subject_id	5799438	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	1fbe66f3-d11d-5fca-9c8c-02d4b9b28f50	be50331c-d9f9-5364-802b-79423cde82fd
synonym	5799458_dbgap_subject_id	dbgap_subject_id	5799458	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	f5250b46-a8cd-5e9d-af4e-9562b6c0dd56	5cf2d0e3-3d88-570e-8e30-2a4598bfba69
synonym	5799450_dbgap_subject_id	dbgap_subject_id	5799450	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	a13fb923-9dfd-50cf-9037-a1911264af69	45cf4d43-1880-516b-a480-c30be6ae4354
synonym	5799452_dbgap_subject_id	dbgap_subject_id	5799452	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	0df7bf92-2d78-5ba6-b61b-abdbb9b68e76	63c70b28-8ab8-5c20-b6e2-cfbfe1fdc347
synonym	5799433_dbgap_subject_id	dbgap_subject_id	5799433	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	9a2a1c20-0618-547b-91f3-6eb835e015b5	4eed95a5-69b4-59e1-aec2-fdc73e71546d
synonym	5799424_dbgap_subject_id	dbgap_subject_id	5799424	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	3c94058c-2b38-5051-8a28-4df3981b4db9	c56bb913-d8b1-5357-b742-b14a66214c3c
synonym	5799446_dbgap_subject_id	dbgap_subject_id	5799446	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	d9533883-7645-5f91-83d6-bcfc9bbbc3e8	a7570165-562c-5bd4-8182-a2cd6474a481
synonym	5799447_dbgap_subject_id	dbgap_subject_id	5799447	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	3242f024-1ada-53a3-ac1e-9de5050b2807	1e579f1c-1009-57ca-b71c-96783e752db1
synonym	5799469_dbgap_subject_id	dbgap_subject_id	5799469	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	08ecd5bf-6a97-5879-9f58-436d7c49d879	c42967e5-2516-51e0-9f88-8266c166417e
synonym	5799435_dbgap_subject_id	dbgap_subject_id	5799435	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	3bcbffb7-65b8-5f24-acd1-82fae01cebc7	9c7b1f5a-5a70-557e-8f3e-23c7cb8f2250
synonym	5799430_dbgap_subject_id	dbgap_subject_id	5799430	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	d3159fc8-fa7b-5ffa-83bc-22bb5aba66cb	ff5041a1-ad21-53e7-a51b-ea6f7a4412be
synonym	5799425_dbgap_subject_id	dbgap_subject_id	5799425	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	378f2eff-ab43-50a9-9ad8-9ede7cfbb7dc	74c925e0-b31c-5910-abb6-b719a905b796
synonym	5799461_dbgap_subject_id	dbgap_subject_id	5799461	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	517cc7af-3eef-58f0-8b7e-84f700b06f97	a2b09082-e1b3-5302-a08c-7ff103b19208
synonym	5799464_dbgap_subject_id	dbgap_subject_id	5799464	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	d3505221-b595-50da-9bd8-778058123a19	2049bc1b-50e1-52ec-b1a4-9f4e02ac2195
synonym	5799448_dbgap_subject_id	dbgap_subject_id	5799448	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	34d039c1-a363-5cec-b5ed-afb7c44b5694	f2128b9c-09d1-519c-be20-96229fdab3fd
synonym	5799431_dbgap_subject_id	dbgap_subject_id	5799431	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	64f0da13-9140-54ba-ad33-e07e0b567596	3fe69948-d286-509a-bad5-81c2ee0ce4ba
synonym	5799423_dbgap_subject_id	dbgap_subject_id	5799423	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	02c36f66-a99b-5e0d-9db9-fb55d8319ff4	394eb1fb-b2e8-5969-b037-66933c578b67
synonym	5799471_dbgap_subject_id	dbgap_subject_id	5799471	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	fd6ad8b8-5b5d-5954-867f-35bf36de7f04	a702b75f-7095-5c11-824e-a53f2c311e53
synonym	5799429_dbgap_subject_id	dbgap_subject_id	5799429	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	dbfd9fe2-f2fa-5466-a149-731ba71e848d	5e0b15b4-cf75-53f2-9051-4192316f45b0
synonym	5799436_dbgap_subject_id	dbgap_subject_id	5799436	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	72787ff7-2375-559f-8858-43639ef10362	643c1749-a7b4-5a9b-b075-431eb396550f
synonym	5799459_dbgap_subject_id	dbgap_subject_id	5799459	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	26bce25a-5ff6-55b8-9187-fa9fc345e2d3	8b60604f-6ce7-5999-a720-5b690345e02c
synonym	5799456_dbgap_subject_id	dbgap_subject_id	5799456	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	c4d3bc47-3ec4-5083-b611-dc4fcea75ddb	a88022cf-e490-575b-8146-e7b438620b3d
synonym	5799439_dbgap_subject_id	dbgap_subject_id	5799439	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	77822ed4-48f2-5522-940e-5bf27da888f7	d5b76ba2-f869-570e-8aac-9bc0e215fd6a
