type	synonym_id	repository_of_synonym_id	associated_id	domain_description	domain_category	data_location	id	participant.id
synonym	4922930_dbgap_subject_id	dbgap_subject_id	4922930	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	afab99a9-3126-50ac-91ac-58051a451c3c	c760ce39-e694-5f5e-8886-f3de0df88b8d
synonym	4922918_dbgap_subject_id	dbgap_subject_id	4922918	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	e73135d2-a441-5ce2-b0cb-1fb7bbbf1908	eab7763e-1d07-5bd0-a69b-4744713bde2c
synonym	4922916_dbgap_subject_id	dbgap_subject_id	4922916	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	2f58e8a4-7a6b-5f65-b182-3f7f4e46c0cd	dc9df933-78f8-514a-94ae-7106dadf0dc8
synonym	4922927_dbgap_subject_id	dbgap_subject_id	4922927	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	d681e873-84bd-55ac-8a09-1685f4ee7986	fe4f6bb6-511d-5070-8689-17844d95b138
synonym	4922905_dbgap_subject_id	dbgap_subject_id	4922905	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	44c9d3d7-55c6-5ade-bee5-d1af64ca3ceb	2c90966f-e772-52bc-9951-6a4194aafce7
synonym	4922910_dbgap_subject_id	dbgap_subject_id	4922910	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	a8233254-c48b-5c49-92e5-be57c6ce7af2	089edcbc-3fbf-5862-9d0d-71c2cd092049
synonym	4922912_dbgap_subject_id	dbgap_subject_id	4922912	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	22e2ff80-616d-51dc-b8ab-3789636516f9	e3a67d8d-61be-5123-a583-6d383ef39d0a
synonym	4922915_dbgap_subject_id	dbgap_subject_id	4922915	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	6a3a5dfc-958f-546f-802f-f6efbff88c1d	01c012bb-29db-5081-8e7f-75ffccc3f5eb
synonym	4922906_dbgap_subject_id	dbgap_subject_id	4922906	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	756a0dac-1522-5ea5-a432-72b982afd029	20f89368-e407-581e-b323-f0934466072a
synonym	4922926_dbgap_subject_id	dbgap_subject_id	4922926	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	9c7d7f6e-8a7c-531d-a946-209ee4f02ea1	e17ed511-ad9a-5071-b1d5-4197d1202217
synonym	4922923_dbgap_subject_id	dbgap_subject_id	4922923	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	29077417-33c9-5377-9249-cb44b5595af8	26d5f20f-0d84-590d-ae0d-3ba1f230c550
synonym	4922928_dbgap_subject_id	dbgap_subject_id	4922928	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	10fdfd16-6afe-56c8-9da4-d9321c5333d7	7dfe3cf0-f554-55f9-9917-16d989ce59ca
synonym	4922929_dbgap_subject_id	dbgap_subject_id	4922929	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	2d9cb18d-c45d-5c31-98f1-0086d0c1645c	fbc0c214-de83-5d2e-9775-1ed994f1d1fa
synonym	4922924_dbgap_subject_id	dbgap_subject_id	4922924	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	71f0d020-e4c7-5fb2-98f4-64452ee8f35f	c38be0d1-3143-5927-9810-757202df4e84
synonym	4922907_dbgap_subject_id	dbgap_subject_id	4922907	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	b0434043-d3df-5878-b5eb-f92a21477b1d	3794219d-b985-529e-aab5-c707b8914241
synonym	4922903_dbgap_subject_id	dbgap_subject_id	4922903	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	f4549b2a-ebf9-503e-857b-a10407dcd1bd	36a3747e-0307-5565-8760-d0625a171d6a
synonym	4922931_dbgap_subject_id	dbgap_subject_id	4922931	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	c3a27dcf-4804-503a-8d7e-8780b66dccac	1b3d8295-6caa-5fa8-bde0-8fbc7c14088b
synonym	4922920_dbgap_subject_id	dbgap_subject_id	4922920	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	e33315a2-77a3-50cd-9e51-8b3998eb36f4	74295cc6-d62d-51b0-83d3-b3574cb52b21
synonym	4922914_dbgap_subject_id	dbgap_subject_id	4922914	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	643e1f3f-9fa7-52ad-a674-2362b04471bd	25d4200f-7bb6-5a22-bf62-32abd8ac10d3
synonym	4922904_dbgap_subject_id	dbgap_subject_id	4922904	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	5cbdcaee-926a-5600-bb21-76837ce5a949	f5ef2701-0da6-5bb1-ab91-1706dd3b72b3
synonym	4922911_dbgap_subject_id	dbgap_subject_id	4922911	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	2ab966c6-6a97-5e87-a653-fc671cea99a1	81801dcb-0434-5688-8181-3cba198b2e32
synonym	4922909_dbgap_subject_id	dbgap_subject_id	4922909	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	0a3ae22c-ede5-5e4e-aa07-6f39c6bcf70d	0c1eee49-718e-585f-8e63-45bc5e47bd4c
synonym	4922922_dbgap_subject_id	dbgap_subject_id	4922922	dbGaP-generated person level ID	organizational_identifier	https://www.ncbi.nlm.nih.gov/gap/	11573db4-c6f1-567a-94c1-d18b829a9b21	dc5a9a76-6579-5418-8c2f-dafb5d139f41
