id	participant.id	sample.id	repository_of_synonym_id	synonym_id	updated	type	study
phs002504::SAMN25345911		phs002504::SJAML040915_D1	BioSample	SAMN25345911		synonym	phs002504
phs002504::SAMN25345912		phs002504::HM5392	BioSample	SAMN25345912		synonym	phs002504
phs002504::SAMN25345913		phs002504::SJJMML0868D	BioSample	SAMN25345913		synonym	phs002504
phs002504::SAMN25345914		phs002504::6LU9878	BioSample	SAMN25345914		synonym	phs002504
phs002504::SAMN25345915		phs002504::HM5439	BioSample	SAMN25345915		synonym	phs002504
phs002504::SAMN25345916		phs002504::SJJMML0969R	BioSample	SAMN25345916		synonym	phs002504
phs002504::SAMN25345917		phs002504::SJJMML342D	BioSample	SAMN25345917		synonym	phs002504
phs002504::SAMN25345918		phs002504::HM5666	BioSample	SAMN25345918		synonym	phs002504
phs002504::SAMN25345919		phs002504::SJJMML336D	BioSample	SAMN25345919		synonym	phs002504
phs002504::SAMN25345920		phs002504::SJJMML217D	BioSample	SAMN25345920		synonym	phs002504
phs002504::SAMN25345921		phs002504::J221	BioSample	SAMN25345921		synonym	phs002504
phs002504::SAMN25345922		phs002504::9482801024_R02C01	BioSample	SAMN25345922		synonym	phs002504
phs002504::SAMN25345923		phs002504::HM3134	BioSample	SAMN25345923		synonym	phs002504
phs002504::SAMN25345924		phs002504::6LUZ904	BioSample	SAMN25345924		synonym	phs002504
phs002504::SAMN25345925		phs002504::HM1379	BioSample	SAMN25345925		synonym	phs002504
phs002504::SAMN25345926		phs002504::HM5133	BioSample	SAMN25345926		synonym	phs002504
phs002504::SAMN25345927		phs002504::J397	BioSample	SAMN25345927		synonym	phs002504
phs002504::SAMN25345928		phs002504::HM4626	BioSample	SAMN25345928		synonym	phs002504
phs002504::SAMN25345929		phs002504::6LU5892	BioSample	SAMN25345929		synonym	phs002504
phs002504::SAMN25345930		phs002504::SJJMML2026R	BioSample	SAMN25345930		synonym	phs002504
phs002504::SAMN25345931		phs002504::HM2414	BioSample	SAMN25345931		synonym	phs002504
phs002504::SAMN25345932		phs002504::SJJMML2026D	BioSample	SAMN25345932		synonym	phs002504
phs002504::SAMN25345933		phs002504::HM2944	BioSample	SAMN25345933		synonym	phs002504
phs002504::SAMN25345934		phs002504::HM2729	BioSample	SAMN25345934		synonym	phs002504
phs002504::SAMN25345935		phs002504::SJJMML212D	BioSample	SAMN25345935		synonym	phs002504
phs002504::SAMN25345936		phs002504::HM5787	BioSample	SAMN25345936		synonym	phs002504
phs002504::SAMN25345937		phs002504::HM3008	BioSample	SAMN25345937		synonym	phs002504
phs002504::SAMN25345938		phs002504::HM2494rna	BioSample	SAMN25345938		synonym	phs002504
phs002504::SAMN25345939		phs002504::6LU0905	BioSample	SAMN25345939		synonym	phs002504
phs002504::SAMN25345940		phs002504::SJAML040915_G1	BioSample	SAMN25345940		synonym	phs002504
phs002504::SAMN25345941		phs002504::SJJMML278D	BioSample	SAMN25345941		synonym	phs002504
phs002504::SAMN25345942		phs002504::SJJMML282D	BioSample	SAMN25345942		synonym	phs002504
phs002504::SAMN25345943		phs002504::SJJMML276D	BioSample	SAMN25345943		synonym	phs002504
phs002504::SAMN25345944		phs002504::HM2017	BioSample	SAMN25345944		synonym	phs002504
phs002504::SAMN25345945		phs002504::6LUA879	BioSample	SAMN25345945		synonym	phs002504
phs002504::SAMN25345946		phs002504::HM3692	BioSample	SAMN25345946		synonym	phs002504
phs002504::SAMN25345947		phs002504::73048JMML	BioSample	SAMN25345947		synonym	phs002504
phs002504::SAMN25345948		phs002504::HM3134rna	BioSample	SAMN25345948		synonym	phs002504
phs002504::SAMN25345949		phs002504::HM5026	BioSample	SAMN25345949		synonym	phs002504
phs002504::SAMN25345950		phs002504::SJJMML348D	BioSample	SAMN25345950		synonym	phs002504
phs002504::SAMN25345951		phs002504::J283	BioSample	SAMN25345951		synonym	phs002504
phs002504::SAMN25345952		phs002504::HM4128	BioSample	SAMN25345952		synonym	phs002504
phs002504::SAMN25345953		phs002504::HM4711FB	BioSample	SAMN25345953		synonym	phs002504
phs002504::SAMN25345954		phs002504::HM1026	BioSample	SAMN25345954		synonym	phs002504
phs002504::SAMN25345955		phs002504::6LU3890	BioSample	SAMN25345955		synonym	phs002504
phs002504::SAMN25345956		phs002504::HM2799	BioSample	SAMN25345956		synonym	phs002504
phs002504::SAMN25345957		phs002504::HM5659	BioSample	SAMN25345957		synonym	phs002504
phs002504::SAMN25345958		phs002504::HM1994	BioSample	SAMN25345958		synonym	phs002504
phs002504::SAMN25345959		phs002504::SJJMML404D	BioSample	SAMN25345959		synonym	phs002504
phs002504::SAMN25345960		phs002504::HM2494	BioSample	SAMN25345960		synonym	phs002504
phs002504::SAMN25345961		phs002504::539	BioSample	SAMN25345961		synonym	phs002504
phs002504::SAMN25345962		phs002504::SJJMML257D	BioSample	SAMN25345962		synonym	phs002504
phs002504::SAMN25345963		phs002504::SJJMML1199D	BioSample	SAMN25345963		synonym	phs002504
phs002504::SAMN25345964		phs002504::HM5786	BioSample	SAMN25345964		synonym	phs002504
phs002504::SAMN25345965		phs002504::SJJMML1348D	BioSample	SAMN25345965		synonym	phs002504
phs002504::SAMN25345966		phs002504::SJJMML430D	BioSample	SAMN25345966		synonym	phs002504
phs002504::SAMN25345967		phs002504::J264	BioSample	SAMN25345967		synonym	phs002504
phs002504::SAMN25345968		phs002504::SJJMML420D	BioSample	SAMN25345968		synonym	phs002504
phs002504::SAMN25345969		phs002504::HM1878	BioSample	SAMN25345969		synonym	phs002504
phs002504::SAMN25345970		phs002504::SJJMML259R	BioSample	SAMN25345970		synonym	phs002504
phs002504::SAMN25345971		phs002504::6KQ2858	BioSample	SAMN25345971		synonym	phs002504
phs002504::SAMN25345972		phs002504::HM4968	BioSample	SAMN25345972		synonym	phs002504
phs002504::SAMN25345973		phs002504::9482801024_R06C01	BioSample	SAMN25345973		synonym	phs002504
phs002504::SAMN25345974		phs002504::HM5658	BioSample	SAMN25345974		synonym	phs002504
phs002504::SAMN25345975		phs002504::9482801069_R06C02	BioSample	SAMN25345975		synonym	phs002504
phs002504::SAMN25345976		phs002504::9761749087_R05C01	BioSample	SAMN25345976		synonym	phs002504
phs002504::SAMN25345977		phs002504::HM3210	BioSample	SAMN25345977		synonym	phs002504
phs002504::SAMN25345978		phs002504::HM4456	BioSample	SAMN25345978		synonym	phs002504
phs002504::SAMN25345979		phs002504::SJJMML366D	BioSample	SAMN25345979		synonym	phs002504
phs002504::SAMN25345980		phs002504::HM2192	BioSample	SAMN25345980		synonym	phs002504
phs002504::SAMN25345981		phs002504::HM5613	BioSample	SAMN25345981		synonym	phs002504
phs002504::SAMN25345982		phs002504::SJJMML1740D	BioSample	SAMN25345982		synonym	phs002504
phs002504::SAMN25345983		phs002504::9761749080_R02C01	BioSample	SAMN25345983		synonym	phs002504
phs002504::SAMN25345984		phs002504::HM4711	BioSample	SAMN25345984		synonym	phs002504
phs002504::SAMN25345985		phs002504::6LU6884	BioSample	SAMN25345985		synonym	phs002504
phs002504::SAMN25345986		phs002504::J300_SR	BioSample	SAMN25345986		synonym	phs002504
phs002504::SAMN25345987		phs002504::J258	BioSample	SAMN25345987		synonym	phs002504
phs002504::SAMN25345988		phs002504::SJJMML2025D	BioSample	SAMN25345988		synonym	phs002504
phs002504::SAMN25345989		phs002504::HM5785	BioSample	SAMN25345989		synonym	phs002504
phs002504::SAMN25345990		phs002504::HM5052	BioSample	SAMN25345990		synonym	phs002504
phs002504::SAMN25345991		phs002504::HM4731	BioSample	SAMN25345991		synonym	phs002504
phs002504::SAMN25345992		phs002504::HM3749	BioSample	SAMN25345992		synonym	phs002504
phs002504::SAMN25345993		phs002504::9482801069_R02C02	BioSample	SAMN25345993		synonym	phs002504
phs002504::SAMN25345994		phs002504::9761749087_R01C02	BioSample	SAMN25345994		synonym	phs002504
phs002504::SAMN25345995		phs002504::SJJMML405D	BioSample	SAMN25345995		synonym	phs002504
phs002504::SAMN25345996		phs002504::SJJMML384R	BioSample	SAMN25345996		synonym	phs002504
phs002504::SAMN25345997		phs002504::HM4246	BioSample	SAMN25345997		synonym	phs002504
phs002504::SAMN25345998		phs002504::HM3160	BioSample	SAMN25345998		synonym	phs002504
phs002504::SAMN25345999		phs002504::SJJMML1974D	BioSample	SAMN25345999		synonym	phs002504
phs002504::SAMN25346000		phs002504::HM3049	BioSample	SAMN25346000		synonym	phs002504
phs002504::SAMN25346001		phs002504::9482801024_R01C01	BioSample	SAMN25346001		synonym	phs002504
phs002504::SAMN25346002		phs002504::SJJMML1597R	BioSample	SAMN25346002		synonym	phs002504
phs002504::SAMN25346003		phs002504::SJJMML258D	BioSample	SAMN25346003		synonym	phs002504
phs002504::SAMN25346004		phs002504::SJJMML227D	BioSample	SAMN25346004		synonym	phs002504
phs002504::SAMN25346005		phs002504::HM4918	BioSample	SAMN25346005		synonym	phs002504
phs002504::SAMN25346006		phs002504::HM5345	BioSample	SAMN25346006		synonym	phs002504
phs002504::SAMN25346007		phs002504::9482801069_R05C01	BioSample	SAMN25346007		synonym	phs002504
phs002504::SAMN25346008		phs002504::HM5385_T	BioSample	SAMN25346008		synonym	phs002504
phs002504::SAMN25346009		phs002504::9482801024_R03C01	BioSample	SAMN25346009		synonym	phs002504
phs002504::SAMN25346010		phs002504::HM5650	BioSample	SAMN25346010		synonym	phs002504
phs002504::SAMN25346011		phs002504::HM1228	BioSample	SAMN25346011		synonym	phs002504
phs002504::SAMN25346012		phs002504::SJJMML1447R1	BioSample	SAMN25346012		synonym	phs002504
phs002504::SAMN25346013		phs002504::538	BioSample	SAMN25346013		synonym	phs002504
phs002504::SAMN25346014		phs002504::HM2662	BioSample	SAMN25346014		synonym	phs002504
phs002504::SAMN25346015		phs002504::6KQ1857	BioSample	SAMN25346015		synonym	phs002504
phs002504::SAMN25346016		phs002504::HM4683	BioSample	SAMN25346016		synonym	phs002504
phs002504::SAMN25346017		phs002504::6LU2880	BioSample	SAMN25346017		synonym	phs002504
phs002504::SAMN25346018		phs002504::SJJMML269D	BioSample	SAMN25346018		synonym	phs002504
phs002504::SAMN25346019		phs002504::HM2617	BioSample	SAMN25346019		synonym	phs002504
phs002504::SAMN25346020		phs002504::SJJMML426D	BioSample	SAMN25346020		synonym	phs002504
phs002504::SAMN25346021		phs002504::J276	BioSample	SAMN25346021		synonym	phs002504
phs002504::SAMN25346022		phs002504::6LU3854	BioSample	SAMN25346022		synonym	phs002504
phs002504::SAMN25346023		phs002504::SJJMML403D	BioSample	SAMN25346023		synonym	phs002504
phs002504::SAMN25346024		phs002504::HM5611	BioSample	SAMN25346024		synonym	phs002504
phs002504::SAMN25346025		phs002504::HM5244	BioSample	SAMN25346025		synonym	phs002504
phs002504::SAMN25346026		phs002504::6LU7885	BioSample	SAMN25346026		synonym	phs002504
phs002504::SAMN25346027		phs002504::HM4106	BioSample	SAMN25346027		synonym	phs002504
phs002504::SAMN25346028		phs002504::SJJMML351D	BioSample	SAMN25346028		synonym	phs002504
phs002504::SAMN25346029		phs002504::HM1224	BioSample	SAMN25346029		synonym	phs002504
phs002504::SAMN25346030		phs002504::HM3211	BioSample	SAMN25346030		synonym	phs002504
phs002504::SAMN25346031		phs002504::9482801069_R01C01	BioSample	SAMN25346031		synonym	phs002504
phs002504::SAMN25346032		phs002504::SJJMML316D	BioSample	SAMN25346032		synonym	phs002504
phs002504::SAMN25346033		phs002504::SJJMML1188D	BioSample	SAMN25346033		synonym	phs002504
phs002504::SAMN25346034		phs002504::HM1780	BioSample	SAMN25346034		synonym	phs002504
phs002504::SAMN25346035		phs002504::SJJMML397D	BioSample	SAMN25346035		synonym	phs002504
phs002504::SAMN25346036		phs002504::537	BioSample	SAMN25346036		synonym	phs002504
phs002504::SAMN25346037		phs002504::HM3156	BioSample	SAMN25346037		synonym	phs002504
phs002504::SAMN25346038		phs002504::SJJMML341D	BioSample	SAMN25346038		synonym	phs002504
phs002504::SAMN25346039		phs002504::HM4797	BioSample	SAMN25346039		synonym	phs002504
phs002504::SAMN25346040		phs002504::9482801024_R02C02	BioSample	SAMN25346040		synonym	phs002504
phs002504::SAMN25346041		phs002504::HM4930	BioSample	SAMN25346041		synonym	phs002504
phs002504::SAMN25346042		phs002504::SJJMML413D	BioSample	SAMN25346042		synonym	phs002504
phs002504::SAMN25346043		phs002504::HM5391	BioSample	SAMN25346043		synonym	phs002504
phs002504::SAMN25346044		phs002504::J341	BioSample	SAMN25346044		synonym	phs002504
phs002504::SAMN25346045		phs002504::HM2032	BioSample	SAMN25346045		synonym	phs002504
phs002504::SAMN25346046		phs002504::SJJMML1993R	BioSample	SAMN25346046		synonym	phs002504
phs002504::SAMN25346047		phs002504::9761749080_R03C01	BioSample	SAMN25346047		synonym	phs002504
phs002504::SAMN25346048		phs002504::9482801069_R05C02	BioSample	SAMN25346048		synonym	phs002504
phs002504::SAMN25346049		phs002504::HM4225	BioSample	SAMN25346049		synonym	phs002504
phs002504::SAMN25346050		phs002504::6LU4891	BioSample	SAMN25346050		synonym	phs002504
phs002504::SAMN25346051		phs002504::HM2129	BioSample	SAMN25346051		synonym	phs002504
phs002504::SAMN25346052		phs002504::HM1854	BioSample	SAMN25346052		synonym	phs002504
phs002504::SAMN25346053		phs002504::SJJMML264D	BioSample	SAMN25346053		synonym	phs002504
phs002504::SAMN25346054		phs002504::HM3126	BioSample	SAMN25346054		synonym	phs002504
phs002504::SAMN25346055		phs002504::HM5785rna	BioSample	SAMN25346055		synonym	phs002504
phs002504::SAMN25346056		phs002504::HM4809	BioSample	SAMN25346056		synonym	phs002504
phs002504::SAMN25346057		phs002504::HM0896	BioSample	SAMN25346057		synonym	phs002504
phs002504::SAMN25346058		phs002504::HM2534	BioSample	SAMN25346058		synonym	phs002504
phs002504::SAMN25346059		phs002504::SJJMML322D	BioSample	SAMN25346059		synonym	phs002504
phs002504::SAMN25346060		phs002504::6LU5874	BioSample	SAMN25346060		synonym	phs002504
phs002504::SAMN25346061		phs002504::9482801069_R01C02	BioSample	SAMN25346061		synonym	phs002504
phs002504::SAMN25346062		phs002504::6LUX902	BioSample	SAMN25346062		synonym	phs002504
phs002504::SAMN25346063		phs002504::HM4905	BioSample	SAMN25346063		synonym	phs002504
phs002504::SAMN25346064		phs002504::HM5020	BioSample	SAMN25346064		synonym	phs002504
phs002504::SAMN25346065		phs002504::HM3158	BioSample	SAMN25346065		synonym	phs002504
phs002504::SAMN25346066		phs002504::SJJMML1447D	BioSample	SAMN25346066		synonym	phs002504
phs002504::SAMN25346067		phs002504::SJJMML295D	BioSample	SAMN25346067		synonym	phs002504
phs002504::SAMN25346068		phs002504::J277	BioSample	SAMN25346068		synonym	phs002504
phs002504::SAMN25346069		phs002504::HM1471	BioSample	SAMN25346069		synonym	phs002504
phs002504::SAMN25346070		phs002504::6LU9887	BioSample	SAMN25346070		synonym	phs002504
phs002504::SAMN25346071		phs002504::J320	BioSample	SAMN25346071		synonym	phs002504
phs002504::SAMN25346072		phs002504::HM2429	BioSample	SAMN25346072		synonym	phs002504
phs002504::SAMN25346073		phs002504::6LU2853	BioSample	SAMN25346073		synonym	phs002504
phs002504::SAMN25346074		phs002504::J286	BioSample	SAMN25346074		synonym	phs002504
phs002504::SAMN25346075		phs002504::HM5595	BioSample	SAMN25346075		synonym	phs002504
phs002504::SAMN25346076		phs002504::HM2698	BioSample	SAMN25346076		synonym	phs002504
phs002504::SAMN25346077		phs002504::HM1989	BioSample	SAMN25346077		synonym	phs002504
phs002504::SAMN25346078		phs002504::HM5279	BioSample	SAMN25346078		synonym	phs002504
phs002504::SAMN25346079		phs002504::6LUY903	BioSample	SAMN25346079		synonym	phs002504
phs002504::SAMN25346080		phs002504::SJJMML346D	BioSample	SAMN25346080		synonym	phs002504
phs002504::SAMN25346081		phs002504::9482801024_R05C02	BioSample	SAMN25346081		synonym	phs002504
phs002504::SAMN25346082		phs002504::HM3711	BioSample	SAMN25346082		synonym	phs002504
phs002504::SAMN25346083		phs002504::HM2816	BioSample	SAMN25346083		synonym	phs002504
phs002504::SAMN25346084		phs002504::HM1770	BioSample	SAMN25346084		synonym	phs002504
phs002504::SAMN25346085		phs002504::SJJMML374D	BioSample	SAMN25346085		synonym	phs002504
phs002504::SAMN25346086		phs002504::HM5327	BioSample	SAMN25346086		synonym	phs002504
phs002504::SAMN25346087		phs002504::SJJMML222D	BioSample	SAMN25346087		synonym	phs002504
phs002504::SAMN25346088		phs002504::16-ITL	BioSample	SAMN25346088		synonym	phs002504
phs002504::SAMN25346089		phs002504::6LU8877	BioSample	SAMN25346089		synonym	phs002504
phs002504::SAMN25346090		phs002504::HM3397	BioSample	SAMN25346090		synonym	phs002504
phs002504::SAMN25346091		phs002504::HM5160	BioSample	SAMN25346091		synonym	phs002504
phs002504::SAMN25346092		phs002504::SJJMML1043R	BioSample	SAMN25346092		synonym	phs002504
phs002504::SAMN25346093		phs002504::HM5488	BioSample	SAMN25346093		synonym	phs002504
phs002504::SAMN25346094		phs002504::6LU4873	BioSample	SAMN25346094		synonym	phs002504
